lat,lon,AttackID,Status,Location,Narration,Date
1,104.91361,064-19,Boarded,"Around 4nm East of Pulau Mapur, Indonesia.",Four robbers armed with long knives boarded a general cargo ship underway. They took hostage the duty AB and entered into the Master,2019-05-13 01:10:00+07:00
-11.983334,-77.183334,063-19,Boarded,"Callao Anchorage, Peru.","Around four to five robbers wearing face masks boarded an anchored LNG tanker via the hawse pipe. They took hostage the duty crew on routine rounds. Alarm raised, ship",2019-05-18 00:55:00-05:00
7.668889,128.48334,062-19,Attempted,"Around 115nm East of Baganga, Philippines.","Unidentified persons in a speedboat approached and closed in to the ship underway. Alarm raised, crew mustered, and fire hoses pressurized. The persons were observed to be shouting towards the ship while holding steel hooks. After 30 mins of chasing, the boat aborted and moved away. The ship resumed her passage.",2019-05-10 10:00:00+09:00
3.0666666,7.983333,061-19,Hijacked,"Around 41nm SW of Luba, Equatorial Guinea.",Armed pirates hijacked the tug underway and took its crew hostage. The pirates used the tug to attack and board another ship. Incident reported to authorities and a Spanish and Equatorial Guinean Naval vessel responded resulting in both ships being released.,2019-05-05 13:00:00+01:00
6.103346,1.2958717,060-19,Hijacked,Togo.,Armed persons boarded and hijacked an anchored tanker with her crew. The Togo Navy received a call from the Owners that their tanker had been attacked. Togo Navy immediately responded by dispatching patrol boats to investigate.  The tanker was intercepted 25nm from the anchorage area and forced to divert to Lome port. The crew were reported safe and the armed persons were captured and handed over to the relevant Authorities.,2019-05-12 01:00:00+00:00
1.721111,101.45,059-19,Boarded,"Lubuk Gaung Anchorage, Dumai Port, Indonesia.",The ship,2019-05-11 17:00:00+07:00
3.0833333,7.983333,058-19,Boarded,"Around 48nm SW of Luba, Equatorial Guinea.","Pirates onboard a previously hijacked tug approached and boarded a heavy load carrier ship underway. Alarm sounded, and the crew retreated into the citadel. Regional Authorities notified. A nearby Spanish Naval vessel and the Equatorial Guinean Navy responded to the incident resulting in the pirates escaping and the crews released. The tug and the ship were escorted by the Equatorial Guinean Navy to a safe port for further investigations.",2019-05-05 13:16:00+01:00
-5.8520346,13.431473,057-19,Boarded,Ango-,"Two robbers armed with long knives boarded an anchored product tanker and broke into the forecastle store. Duty watch keeper spotted the robbers and notified the OOW. Alarm raised, and crew mustered. Upon hearing the alarm, the robbers escaped with stolen ship",2019-04-28 06:04:00+01:00
12.283334,-72.01667,056-19,Boarded,"Puerto Bolivar Anchorage, Colombia.","Two robbers in a small boat approached and boarded an anchored bulk carrier.  Alert crew noticed the robbers and raised the alarm. Crew mustered. Hearing the alarm and seeing the crew alertness, the robbers escaped empty handed. Coast guard informed.",2019-04-24 22:40:00-05:00
6.268611,3.2197223,055-19,Boarded,Lagos Secure Anchorage Area (,"Duty crew onboard an anchored tanker noticed two robbers near the cargo tank with a hose. Alarm raised, and PA announcement made. Seeing the alerted crew, the robbers escaped in their boat with their hose. A patrol boat was informed who came and searched the area. Nothing reported stolen.",2019-05-03 01:10:00+01:00
-0.14835793,-81.32727,054-19,Attempted,"Around 52nm WNW of Cabo Pasado, Ecuador.","Two speed boats with five persons in each boat approached a bulk carrier underway. Alarm raised and crew mustered. Vessel increase speed, commenced evasive manoeuvres and started spraying the boats with charged fire hoses, resulting in the boats moving away. Crew and vessel reported safe.",2019-05-03 15:10:00-05:00
9.277778,-78.129166,053-19,Boarded,"Around 1.9NM ENE of San Ignacio De Tupile, Panama","The IMB Piracy Reporting Centre received a distress call from a family on an anchored pleasure boat indicating that unknown persons had boarded the boat, shot and killed one person and injured the other. Two other family members were unharmed. The IMB Piracy Reporting Centre",2019-05-02 02:30:00-05:00
-6.0972867,106.89706,052-19,Boarded,"Jakarta Container Terminal, Indonesia.","Two robbers boarded a berthed container ship. Duty oiler on routine rounds noticed the robbers in the engine room and raised the alarm. Hearing the alarm, the robbers escaped empty handed. A search was made throughout the ship. Nothing reported stolen.",2019-04-27 04:05:00+07:00
6.3341665,3.3347223,051-19,Boarded,"Lagos Anchorage, Nigeria.","Three robbers in a small craft approached and boarded an anchored tanker. Duty AB on routine rounds noticed the robbers near the cargo tank and notified the OOW. Alarm raised, PA announcement made and crew mustered. Hearing the alarm and seeing the crew alertness, the robbers jumped overboard along with their hose and escaped in their boat. The incident was reported to a naval patrol boat. Nothing reported stolen.",2019-04-24 03:15:00+01:00
10.283334,-64.7,050-19,Boarded,"Puerto La Cruz Anchorage, Venezuela.",Duty Officer noticed on the CCTV one unauthorised person on the forecastle and raised the alarm. Hearing the alerted crew the robber escaped. A security search of the vessel showed ship,2019-04-25 23:30:00-04:00
6.169084,3.3442545,049-19,Hijacked,"Lagos Offshore, Nigeria.","Nine pirates armed with automatic weapons and a RPG boarded a tanker underway undergoing sea trials. Duty officer raised the alarm and crew took shelter. The pirates took hostage the duty officer and instructed all the crew members to come out of hiding. They damaged the navigation and all communication equipment, stole crew and ship",2019-04-05 21:00:00+00:00
-12.016666,-77.21667,048-19,Boarded,"Callao Anchorage, Peru.","Unnoticed, robbers boarded an anchored bulk carrier and escaped with ship",2019-04-26 02:00:00-05:00
-1.05,48.7,SUS-001,Suspicious,"Around 270nm SE of Mogadishu, Somalia.",21.04.2019,2019-04-21 12:00:00+03:00
3.785,-77.23417,047-19,Attempted,"Buenaventura Channel, Near Buoy No.13, Colombia.",A boat with around eight to 10 persons approached a container ship under pilotage and attempted to board via the rigged pilot ladder. Duty lookout noticed the boat and raised the alarm. Crew mustered near the pilot ladder resulting in the boat aborting and moving away. The pilot notified the Coast Guard and a patrol boat was dispatched to investigate.,2019-04-19 00:35:00-05:00
4.332033,7.1795654,046-19,Boarded,Nigeria.,An anchored tanker was boarded by unauthorised persons who kidnapped six crew and escaped. Remaining crew reported safe. Nigerian navy notified and investigations are ongoing.,2019-04-19 14:30:00+01:00
13.733334,121.03333,045-19,Boarded,"Batangas Anchorage, Philippines.","Duty crew on routine rounds noticed a robber near the forecastle and raised the alarm. Crew mustered and approached the forecastle. Seeing the alerted crew, the robber escaped with stolen ship",2019-03-26 20:30:00+08:00
17.616945,83.31722,044-19,Boarded,"Visakhapatnam SPM Anchorage, India.","Five boats with eleven persons approached a tanker during anchoring operations. Up on anchoring the boats came alongside, hooked on ropes to the ships rails and commenced boarding the tanker. Alarm raised, ships horn sounded, and crew mustered on deck. Port authorities notified. The unauthorised persons remained on deck as the crew prevented them from entering the accommodation. They did not confront the crew but refused to leave the tanker. Finally, on seeing the approaching pilot boat the unauthorised persons disembarked.",2019-04-13 15:36:00+05:30
4.4694443,7.1694446,043-19,Boarded,"Bonny River Inner Anchorage, Nigeria.","Four persons in a speed boat armed with automatic weapons approached an anchored product tanker. Two persons managed to board the tanker and open fire towards the accommodation. The onboard Nigerian naval guards returned fire resulting in the persons retreating into their boat and escaping. Alarm raised, PA announcement made, and crew mustered in the citadel. Bonny Signal Station and Nigerian Navy notified. One guard was injured during the shooting and was given first aid by the crew. Two security boats responded and approached the tanker. The injured guard was transferred to a security boat and taken ashore for medical assistance. Remaining crew reported safe.",2019-04-15 21:20:00+01:00
-12.019167,-77.18889,042-19,Boarded,"Callao Anchorage, Peru.","Five robbers boarded an anchored bulk carrier using a rope attached with a hook. Duty AB on routine rounds was attacked, threatened and beaten. Alarm raised and crew mustered. Seeing the alerted crew, the robbers escaped with the duty AB",2019-04-14 01:45:00-05:00
-2.5166667,-80.083336,041-19,Fired Upon,"Around 3.6nm WNW of Isla Escalante Island, Guayas, Ecuador.",Duty officer onboard a container ship under pilotage noticed a fast,2019-04-01 02:45:00-05:00
33.609295,-7.6047707,040-19,Boarded,"Casablanca Port, Morocco.","Duty officer onboard a berthed bulk carrier, heard noises from the boat deck. As he approached the area, he noticed the life raft cover was opened and two robbers stealing the equipment. Seeing the duty officer, the robbers jumped overboard and escaped. Incident reported to the Port Authority. Subsequently, the Harbour Master, Port Police and PSC Inspector boarded the ship to investigate.",2019-04-01 07:00:00+01:00
6.3025,3.2844443,039-19,Boarded,"Lagos STS Anchorage, Nigeria.",Duty watchkeeper onboard an anchored product tanker noticed some robbers near a cargo tank and also near the ship,2019-03-30 04:10:00+01:00
3.8833334,9.5,038-19,Boarded,"Around 15nm SW Of Douala, Cameroon.",Armed persons boarded an anchored ship. They kidnapped four crew members and escaped. The remaining crew sailed the ship to Douala port. Investigation are ongoing. The owners confirmed that the four kidnapped crew were released on 06 May 2019 and repatriated to their respective countries.,2019-03-30 20:10:00+01:00
4.8905554,-1.695,037-19,Boarded,"Takoradi Anchorage, Ghana.",OOW onboard an anchored product tanker noticed the paint room door was open and spotted robbers on the forecastle. He immediately directed the search light towards the robbers and sounded the ship,2019-03-29 02:36:00+00:00
14.55,120.9,036-19,Boarded,"Manila South Quarantine Anchorage, Philippines.","Unnoticed, robbers boarded an anchored container ship and escaped with ship",2019-03-27 04:30:00+08:00
10.183333,-64.86667,035-19,Boarded,"Jose Terminal Anchorage, Venezuela.","Five robbers armed with knives and a pipe wrench boarded an anchored tanker. They tied up the aft watch keeper and broke into the paint store. Alarm raised and crew mustered. Hearing the alerted crew, the robbers escaped with stolen ship",2019-03-28 00:10:00-04:00
6.25,3.2,004-19,Attempted,"Lagos SAA, Nigeria.",Around 4,2019-01-07 02:10:00+01:00
18.402222,-69.31695,033-19,Boarded,"San Pedro de Macoris anchorage, Dominican Republic.","Unnoticed robbers boarded an anchored tanker, stole ship",2019-03-21 05:00:00-04:00
10.183888,-64.78445,032-19,Boarded,"Jose Terminal Anchorage, Venezuela.",Three robbers armed with knives boarded an anchored crude oil tanker. Deck watch on routine rounds spotted the robbers and notified the OOW just before the robbers threatened him with a knife and stole his radio. Alarm raised and crew mustered resulting in the robbers escaping with their accomplices in a waiting boat. Incident reported to port authorities.,2019-03-21 00:35:00-04:00
-12.033334,-77.2,031-19,Attempted,"Callao Anchorage, Peru.","Four robbers wearing jackets and caps in a small boat approached an anchored vehicle carrier. Duty crew on routine rounds noticed the robbers attempting to board the ship via the anchor cable. Alarm raised, ship",2019-03-19 02:00:00-05:00
3.8666666,7.0666666,030-19,Fired Upon,"Around 30nm SSW of Bonny Island, Nigeria.",Two speed boats with 16,2019-02-28 08:15:00+00:00
3.9592452,6.664738,029-19,Boarded,"Around 32nm SE of Brass, Nigeria.","Pirates armed with machine guns in two speed boats approached an offshore support vessel underway. The Captain immediately notified the naval escort security boat which maneuvered to engage the attackers. One speed boat closed in from port side of the vessel and crossed the bow, while the other speed boat exchanged fire with the security boat. Alarm raised, crew proceeded to the engine room and all power was shut down. The pirates boarded the vessel with the aid of an elongated ladder. They broke into the accommodation, vandalized the cabins and took crew belongings and vessel",2019-03-09 11:15:00+00:00
-3.7297437,114.448044,028-19,Attempted,"Taboneo Anchorage, Indonesia.","Duty watchman on routine rounds onboard an anchored bulk carrier noticed two robbers attempting to board via the anchor chain. He immediately informed the OOW who raised the alarm and crew mustered. Seeing the crew alertness, the robbers retreated into their waiting skiff and escaped. Incident reported to Taboneo Port Control.",2019-02-25 19:06:00+08:00
0.05,-50.95,027-19,Boarded,"Macapa Anchorage, Brazil.","Two robbers armed with knives boarded an anchored bulk carrier using a rope attached with a hook. Duty AB on routine rounds spotted the robbers and immediately informed the OOW, who raised the alarm. PA announcement made, and all crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Incident reported to Port Authorities.",2019-03-10 01:30:00-03:00
5.866667,1.4,026-19,Boarded,"Around 17nm SSE of Lome, Togo.","Armed pirates attack and boarded a product tanker underway. Alarm raised and crew mustered in the citadel. On taking the headcount, four crew were identified as missing. Upon receiving a MAYDAY message from the Master, the IMB Piracy Reporting Centre",2019-03-03 19:40:00+00:00
4.5,3.2333333,025-19,Boarded,"Around 105nm South of Lagos, Nigeria.","Armed pirates in a speed boat approached and boarded a tanker underway. Alarm raised and all crew mustered in the citadel. Upon receiving information on the incident, the IMB Piracy Reporting Centre",2019-03-02 12:33:00+00:00
4.9016666,-1.6672223,024-19,Boarded,"Takoradi Anchorage, Ghana.","Unnoticed, robbers boarded an anchored cargo vessel. They stole ship",2019-02-23 04:00:00+00:00
3.118611,6.2011113,023-19,Fired Upon,"Around 69nm South of Brass, Nigeria.","Two skiffs with 16 armed persons chased, fired upon and attempted to board a tanker underway. General alarm raised, SSAS activated and non",2019-02-27 08:54:00+00:00
3.1333334,6.05,022-19,Fired Upon,"Around 70nm South of Brass, Nigeria.","Duty officer onboard a product tanker underway noticed on radar, two targets at a distance of 4nm.  At 2nm the targets were seen to cross the stern, increase speed and approach at high speed. As the skiffs closed in to the tanker they opened fire. The onboard Nigerian naval personnel returned fire. The skiffs retreated and followed the tanker for a short duration before moving away.",2019-02-27 20:00:00+00:00
4.9344444,-1.5675,021-19,Boarded,"Aboadze Anchorage, Ghana.","Unnoticed, robbers boarded an anchored tanker. They stole ship",2019-02-27 05:00:00+00:00
2.9847221,5.935,020-19,Fired Upon,"Around 80nm South of Brass, Nigeria.",Around four to six armed pirates in a speed boat chased and fired upon a container vessel underway. Alarm raised and non,2019-02-21 00:16:00+00:00
2.535,4.784167,019-19,Boarded,"Around 136nm SW of Brass, Nigeria.","Five armed pirates attacked and boarded a landing craft underway, kidnapped three crew members and escaped. Incident reported to the Nigerian Navy who dispatched a naval boat to assist the vessel. Remaining crew sailed the vessel under naval escort to a safe anchorage. On 01.03.2019, Owners confirmed the kidnapped crew were released safely.",2019-02-03 05:30:00+00:00
38.866665,118.7,018-19,Boarded,"Caofeidian Anchorage, China.","Duty officer onboard an anchored bulk carrier noticed from the bridge wing a hose connected from an opened DO tank manhole to a small unlit barge alongside the ship. Alarm raised, and duty AB instructed to investigate. Hearing the alarm, the duty officer noticed a robber lowering the hose and escaping in the barge. On sounding the tank, it was reported that DO had been stolen. Incident reported to VTS Caofeidian.",2019-02-11 02:40:00+08:00
6.347804,-10.799031,017-19,Boarded,"Port of Monrovia, Liberia.","Duty crew on routine rounds onboard a berthed product tanker noticed a robber armed with a knife. Alarm sounded, resulting in the robber escaping. On searching the vessel, ship",2019-02-09 03:40:00+00:00
6.2855554,3.3175,016-19,Boarded,"Lagos Security Anchorage Area, Nigeria.",Two unauthorised persons boarded a tanker during STS operations. The security guard noticed the robber and raised the alarm resulting in the persons escaping. Nothing was stolen.,2019-01-04 00:25:00+01:00
3.9177778,98.78333,015-19,Boarded,"Belawan Anchorage, Indonesia.","Duty crew on routine rounds onboard an anchored tanker noticed a robber escaping via the hawse pipe and raised the alarm. Crew mustered and on searching the vessel, ship",2019-02-06 05:05:00+07:00
23.03689,70.22291,014-19,Boarded,"Oil Jetty No.4, Kandla Port, India.","The chief officer on routine rounds onboard a berthed tanker noticed a boat under the forecastle and notified the other deck crew. Seeing the alerted crew, the boat moved away. On inspection it was noticed that a store room had been broken into, but nothing reported stolen. Port Authorities notified.",2019-02-03 22:00:00+05:30
38.866665,119.183334,013-19,Boarded,"Jingtang Anchorage, China.","Duty crew onboard an anchored ore carrier noticed an unlit barge alongside and raised the alarm. Two robbers wearing masks were seen lowering hoses and escaping from the quarter deck. On searching the ship, oil stains were noticed near the MDO tank sounding pipe. All tanks were sounded. Nothing reported stolen. VTS informed.",2019-01-30 00:55:00+08:00
5.2,-4.0333333,012-19,Boarded,"Abidjan Anchorage, Ivory Coast.",Two robbers armed with long knives boarded an anchored product tanker. Duty OS on routine rounds noticed a ladder hooked to the ship,2019-01-19 22:40:00+00:00
3.0333333,6.0833335,011-19,Fired Upon,"Around 76 NM SSW of Brass, Nigeria.","Around seven to eight armed pirates in a skiff chased, fired upon and tried to board a tanker underway. General alarm raised, non",2019-01-25 15:30:00+00:00
3.7166667,6.1666665,010-19,Fired Upon,"Around 35NM South of Brass, Nigeria.","A product tanker was fired upon while underway. General alarm raised, non",2019-01-24 19:35:00+00:00
3.5355556,6.185,009-19,Fired Upon,"Around 45nm South of Brass, Nigeria.","Around five to seven armed pirates in a skiff chased and fired upon a bulk carrier underway. General alarm raised, deck lights switched on, speed increased and crew mustered in citadel. Armed guards onboard the vessel managed to repel the attempted attack.",2019-01-25 00:15:00+00:00
10.195,-64.78833,008-19,Boarded,"Puerto Jose Anchorage, Venezuela.",Unnoticed robbers boarded an anchored tanker. They stole ship,2019-01-16 23:40:00-04:00
5.4666667,2.35,007-19,Boarded,"Around 55nm South of Cotonou, Benin.",Armed pirates attack and boarded a container ship underway. Six crew members reported kidnapped. The remaining crew sailed the ship to a safe port. Owners confirmed all kidnapped crew released safely on 01.02.2019.,2019-01-02 00:01:00+00:00
-6.010761,105.9508,006-19,Boarded,"Ciwandan Anchorage, Indonesia.","During routine rounds, duty crew onboard an anchored cargo vessel noticed the lock to the Engine store broken and ship",2019-01-11 05:00:00+07:00
38.9,118.6,005-19,Boarded,"Caofeidian Anchorage, China.","Two robbers, armed with a steel bar, boarded an anchored bulk carrier.  Duty crew noticed the robbers and raised the alarm. Hearing the alerted crew, the robbers escaped without stealing anything. Incident reported to port authorities.",2019-01-12 04:30:00+08:00
6.266667,3.3333333,003-19,Boarded,"Lagos STS Anchorage, Nigeria.",Two robbers with plastic hoses boarded an anchored tanker during STS operations. They connected the hoses to the ullage ports of the forward cargo tanks and attempted to steal cargo. Duty crew noticed the robbers and raised the alarm resulting in the robbers escaping. The incident was immediately reported to the Nigerian Navy patrol boat who came to the location and carried out a check on the surrounding waters. Nothing reported stolen.,2019-01-07 04:20:00+01:00
10.316944,-75.5175,002-19,Boarded,"Mamonal Anchorage, Colombia.","Deck watchmen onboard an anchored container vessel noticed three robbers near the forecastle and informed the duty officer. Alarm raised, crew mustered inside the accommodation and all doors were locked from inside. Master reported the incident to the coast guard and requested assistance. A coast guard boat arrived and searched the waters around the vessel. Ship",2019-01-02 22:28:00-05:00
10.266666,-64.7,001-19,Attempted,"Puerto La Cruz Anchorage, Venezuela.",Duty crew onboard an anchored tanker noticed robbers attempting to board using a grappling hook hooked to the guardrails of the poop deck. Alarm was raised and ship,2019-01-03 00:45:00-04:00
2.7333333,6.4,195-20,Attempted,"Around 94nm South of Brass, Nigeria.",Five armed pirates in a skiff with a ladder approached and attempted to board a tanker underway. Master took evasive manoeuvres resulting in the attempt being aborted. The tanker and crew safe.,2020-12-29 16:40:00+00:00
5.395,3.745,194-20,Attempted,"Around 64nm  SSE of Lagos, Nigeria.","Armed persons in a speedboat, approached and attempted to board a tanker underway. Master raised alarm and commenced evasive manoeuvres resulting in the approach being aborted.",2020-01-20 22:00:00+00:00
2.6166666,5.616667,193-20,Boarded,"Around 107nm SSW of Brass, Nigeria.","An unknown number of pirates attacked and boarded a container ship underway. Crew mustered in the citadel. After a few hours, the vessel and crew were reported safe.",2020-12-21 04:09:00+00:00
4.883333,-1.6833333,192-20,Boarded,"Takoradi Anchorage, Ghana.","Duty OOW onboard an anchored general cargo ship noticed one robber on the forecastle, stealing ship",2020-12-26 01:30:00+00:00
5.327168,-4.029504,191-20,Boarded,"Abidjan, Ivory Coast.","Robbers boarded a supply vessel moored to a buoy, stole ship",2020-12-08 03:30:00+00:00
2.6022222,6.1691666,190-20,Boarded,"Around 100nm South of Brass, Nigeria.","A container ship underway was attacked and boarded by armed pirates. SSAS activated, CSO informed and crew retreated into the citadel. A Nigerian Navy patrol boat was dispatched and Navy personnel boarded the ship. Investigations showed the pirates had fired towards the bridge and accommodation, damaged ship",2020-12-19 13:36:00+00:00
3.85,6.15,189-20,Boarded,"Around 27nm SSW of Brass, Nigeria.","Armed persons attacked and boarded the ship underway, kidnapped eight crew members and escaped. Nigerian Authorities notified and a security vessel and Nigerian Navy patrol boat escorted the ship to a safe port.",2020-12-16 07:06:00+00:00
4.4708333,5.521389,188-20,Boarded,"Around 10nm SW of Bayelsa, Nigeria.","Armed persons attacked and boarded a general cargo ship underway. They kidnapped 10 crew members and left the ship drifting. Upon receiving the information from the Owners, the IMB Piracy Reporting Centre informed the relevant authorities, including the Italian navy. Nigerian Navy dispatched a patrol boat to investigate and assist the remaining crew and vessel. On 21 Dec 2020, the Owners confirmed that the 10 kidnapped crew members were released safely.",2020-11-26 13:58:00+01:00
4.4341664,2.7,187-20,Attempted,Benin.,Duty officer onboard a research vessel noticed a speed boat approaching and raised the alarm. Master transmitted a distress alert and fired a rocket flare resulting in the boat moving away temporarily and then commenced the approach again. Eight armed persons were identified in the approaching boat. All crew retreated into the citadel. The onboard Benin Navy personnel fired warning shots which resulted in the boat aborting and moving away. All crew safe.,2020-11-09 06:30:00+00:00
5.4666667,1.4166666,186-20,Hijacked,"Around 40nm SSE of Lome, Togo.",The IMB Piracy Reporting Centre received information that Owners had lost contact with their tanker. The Centre immediately informed and commenced information exchange with all relevant Regional Authorities including an Italian warship in the vicinity. The tanker was located by an Italian navy helicopter on 23 Nov 2020 and position updates of the tanker were provided by the Italian warship until a Nigerian Navy patrol boat arrived to escort the tanker to a safe port. Three crew were reported as kidnapped.,2020-11-16 05:40:00+00:00
9.333333,-13.716666,185-20,Boarded,"Conakry Anchorage, Guinea.",Around eight robbers boarded an anchored bulk carrier and escaped with ship,2020-03-27 02:30:00+00:00
21.668888,91.701385,184-20,Boarded,"Around 10nm West of Matarbari, Bangladesh.","Ten robbers armed with knives in two small boats approached and boarded a tug towing a ship, stole ship",2020-12-12 18:50:00+06:00
2.0008333,4.7519445,183-20,Boarded,"Around 165nm SSW of Brass, Nigeria.","Pirates boarded the tanker underway. Duty officer noticed the pirates and raised the alarm. All crew retreated into the citadel. After a while, the pirates left the tanker and the crew emerged from the citadel. Crew and the tanker are safe.",2020-12-15 02:15:00+00:00
4.6283336,4.636667,182-20,Boarded,"Around 51nm WSW Bayelsa, Nigeria.",An unknown number of pirates attacked and boarded a general cargo ship underway. They kidnapped five crew members and escaped. The remaining crew sailed the ship to a safe port.,2020-12-10 08:00:00+00:00
1.7519444,101.38306,181-20,Boarded,"Lubuk Gaung Port, Dumai, Indonesia.","During routine rounds, duty officer onboard a berthed bulk carrier was taken hostage and tied up by four robbers armed with knives. The robbers stole ship",2020-12-15 04:00:00+07:00
0.047222223,5.4166665,180-20,Fired Upon,"Around 100nm SSW of Brass, Nigeria.",Duty watchman onboard a Refrigerated Cargo Ship underway noticed two boats approaching at a distance of 3nm. Master alerted the onboard security team and increased speed. Two speed boats with six persons in each closed in to 0.5 cables and fired upon the ship. Alarm raised and non,2020-12-03 10:35:00+00:00
3.1180556,2.8833334,179-20,Boarded,"Around 198nm SSW of Lagos, Nigeria.",Ten pirates armed with rifles boarded a product tanker underway. Ship,2020-12-05 06:30:00+00:00
0.019226074,-51.02291,178-20,Boarded,Brazil.,"Unnoticed, robbers boarded an anchored bulk carrier, stole ship",2020-12-08 03:30:00-03:00
6.351144,-10.796099,177-20,Boarded,"Monrovia Port, Liberia.",A robber boarded a berthed bulk carrier and stole ship,2020-11-25 03:30:00+00:00
-12.032833,-77.191666,176-20,Attempted,"Callao Anchorage, Peru.",Two unauthorised persons attempted to board an anchored general cargo ship via the anchor chain. Alert duty watchmen heard some unusual noise and noticed the attempted boarding and responded. Hearing the alerted crew the persons aborted the attempted boarding and escaped in their boat. Incident reported to the local authorities. A coast guard boat arrived at location and conducted an investigation.,2020-12-05 01:25:00-05:00
2.7,5.95,175-20,Boarded,"Around 98nm SSW of Brass, Nigeria.",Four pirates boarded a product tanker underway. Master activated the alarm and all crew retreated into the citadel. The pirates were unable to reach the crew and left the vessel without stealing anything. Vessel and crew reported safe.,2020-12-06 04:42:00+00:00
4.900833,1.1686112,174-20,Boarded,"Around 56nm SSE of Anloga, Ghana.","A product tanker underway noticed a possible mother vessel approaching and raised the alarm. SSAS activated, speed increased, evasive manoeuvres commenced, and non",2020-11-29 21:10:00+00:00
2.5686111,2.895,173-20,Fired Upon,"Around 200nm SW of Bayelsa, Nigeria.","While underway, a tanker was approached and fired upon by pirates in a skiff. General alarm sounded, PA announcement made, fire pumps activated, speed increased, evasive manoeuvres carried out, SSAS activated and crew retreated into safe area. Due to the hardening measures and evasive manoeuvres taken by the Master, the skiff aborted the attack and moved away. Vessel and crews reported safe.",2020-12-04 09:40:00+00:00
3.0166667,5.05,172-20,Fired Upon,"Around 85nm SW of Brass, Nigeria.","While underway, a tanker was approached and fired upon by pirates in two skiffs. Alarm sounded, SSAS activated, evasive manoeuvres conducted and all crew mustered in the citadel. After chasing the tanker for some time the pirates aborted and moved away.",2020-12-02 13:03:00+00:00
1.2677778,104.263885,171-20,Boarded,Singapore Straits.,"Unnoticed, robbers boarded a bulk carrier underway, stole ship",2020-11-30 05:20:00+07:00
9.352222,-13.701111,170-20,Boarded,"Conakry Anchorage, Guinea.",Six robbers armed with guns boarded an anchored general cargo vessel. The robbers stole ship,2020-11-30 03:00:00+00:00
3.5352778,6.151111,169-20,Boarded,"Around 45nm SSW of Brass, Nigeria.",Eight pirates armed with assault rifles in a speed boat boarded a general cargo vessel underway. The pirates stole ship and crew properties and kidnapped five crew before escaping. Remaining crew proceeded to a safe port.,2020-11-16 03:20:00+00:00
4.8908334,-1.7002778,168-20,Boarded,"Takoradi Anchorage, Ghana.","Duty watchmen onboard an anchored bulk carrier noticed two unauthorised persons on the forecastle deck and immediately informed the bridge. Alarm raised and crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Incident reported to Port Control.",2020-11-27 01:40:00+00:00
4.650833,3.478889,167-20,Boarded,"Around 105nm South of Lagos, Nigeria.","A product tanker underway, was boarded by six armed pirates. The crew managed to retreat into the citadel. The Owners of the tanker notified the IMB Piracy Reporting Centre who liaised with relevant Regional and International Authorities in the region and requested for assistance. A Nigerian Navy patrol boat was dispatched to the location. An Italian Navy frigate and its helicopter also responded. The pirates damaged ship",2020-10-22 06:57:00+00:00
1.7152778,101.44111,166-20,Boarded,"Dumai Anchorage, Indonesia.",Four robbers armed with knives boarded an anchored tanker. Duty oiler on routine rounds was threatened by the robbers before escaping with stolen engine spares. Incident reported to local authorities through local agent.,2020-11-25 04:15:00+07:00
22.366667,89.626945,165-20,Boarded,"Pussur River, Mongla, Bangladesh.","Three robbers armed with a crowbar boarded an anchored tanker. Duty watchman noticed the robbers and informed the bridge. Alarm raised and crew mustered. Seeing the alerted crew, the robbers escaped without stealing anything. Incident reported to Port Control.",2020-11-26 03:05:00+06:00
1.2825,104.22722,164-20,Boarded,Singapore Straits.,"Three robbers armed with knives boarded a tanker underway. Duty engineer on routine rounds noticed the robbers and immediately informed the bridge. Alarm raised, crew mustered and a search was carried out. Seeing the alerted crew, the robbers escaped with stolen ship",2020-11-08 21:26:00+08:00
20.938612,107.30167,163-20,Boarded,"Cam Pha Anchorage, Vietnam.","Unnoticed, robbers boarded an anchored bulk carrier, stole ship",2020-11-19 20:30:00+07:00
1.25,104.066666,162-20,Boarded,Singapore Straits.,"A Bulk Carrier underway was contacted by VTIS indicating that the ship may have been boarded by robbers. Alarm raised, crew mustered, and ship lights switched on. Three robbers were seen on the poop deck. Seeing the alerted crew, the robbers escaped in a small boat without stealing anything. A search was carried out and VTIS notified.",2020-11-17 21:50:00+07:00
1.1922222,5.5572224,161-20,Boarded,"Around 78nm NW of Neves, Sao Tome and Principe.","Pirates armed with rifles in a small boat approached a Heavy Load Carrier underway. They boarded the ship, opened fire and injured one crew. Before escaping the pirates stole ship and crew properties and kidnapped 14 crew members. The Owners of the ship notified the IMB Piracy Reporting Centre who then liaised with relevant Regional and International Authorities in the region and requested for assistance. Italian, Spanish and Portuguese Navy Vessels arrived at the location and aided the ship. The injured crew was transported on an Italian Aircraft to the hospital in Sao Tome and Principe. The ship and remaining crew were escorted to a safe port.",2020-11-13 14:54:00+00:00
1.2827778,104.24917,160-20,Boarded,Singapore Straits.,"Second engineer on board a tanker underway spotted two unauthorised persons armed with knives. Alarm raised, crew mustered, and a search was carried out. Hearing the alarm and seeing the crew alertness, the robbers escaped without stealing anything. Incident reported to Singapore VTIS.",2020-11-19 04:19:00+08:00
